Nº NF;OC Vinculada;Status OC;Status Sistema;Chave de Acesso
16133;—;sem OC;pendente;33250700639844000420550010000161331721507942
16134;—;sem OC;pendente;33250700639844000420550010000161341947715420
164153;000003444;fechada;processada;35250709353055000150550000001641531002525876
233058;005136870;não encontrada;pendente;26250712806642000161550010002330581651016815
4037192;000003022;fechada;processada;42250714309992000148550010040371921596324711
233057;005136869;não encontrada;pendente;26250712806642000161550010002330571157521159
3399;000001437;fechada;processada;26250731562305000110550010000033991374070047
260446;000230645;não encontrada;pendente;26250713596165000110550010002604461311487255
24825;—;sem OC;pendente;26250742924799000152550010000248251499996817
128252;1065020106;não encontrada;pendente;26250718217682000154550010001282521813343320
24824;—;sem OC;pendente;26250742924799000152550010000248241895523582
46189;000003636;fechada;processada;26250761479002001503550010000461891257091926
11552;000003659;fechada;processada;26250706141500000120550050000115521120519836
24823;—;sem OC;pendente;26250742924799000152550010000248231654716750
287422;000003637;fechada;processada;35250761479002000108550010002874221653552912
16131;—;sem OC;pendente;33250700639844000420550010000161311760382077
12899;—;sem OC;pendente;35250704753102000210550000000128991357638144
134544;—;sem OC;pendente;26250724380578002041554000001345441780706279
295749;000003640;fechada;processada;43250772178353000197550000002957491994868887
251204;000002850;fechada;processada;35250743213776000100550040002512041100375758
12900;—;sem OC;pendente;35250704753102000210550000000129001112604940
295750;000003639;fechada;processada;43250772178353000197550000002957501337363305
50827;000050555;não encontrada;pendente;26250727058274000198550010000508271373441321
3397;000001422;fechada;processada;26250731562305000110550010000033971963812574
12901;—;sem OC;pendente;35250704753102000210550000000129011834840272
506394;—;sem OC;pendente;26250746044053002582550010005063941376123624
108672;000003474;fechada;processada;26250706913480000834550020001086721518735305
41436;000003627;fechada;processada;26250760621141000587550010000414361655323399
259799;000230124;não encontrada;pendente;26250713596165000110550010002597991271867181
41437;000003589;parcial;pendente;26250760621141000587550010000414371702492195
49091;000002852;parcial;pendente;35250701159496000103550010000490911000241025
3393;000001415;fechada;processada;26250731562305000110550010000033931790553123
259825;000230122;não encontrada;pendente;26250713596165000110550010002598251657901300
16127;—;sem OC;pendente;33250700639844000420550010000161271559327150
50735;000014085;não encontrada;pendente;26250727058274000198550010000507351347508089
44914;000003282;fechada;processada;35250773012411000170550010000449141486119670
50684;000017011;não encontrada;pendente;26250727058274000198550010000506841522796334
81297;000003611;fechada;processada;25250702155469000982550010000812971747094513
5108;000003478;fechada;processada;35250741176524000115550010000051081705525549
6104;000003380;fechada;processada;35250711043541000113550020000061041292192710
81296;000003613;fechada;processada;25250702155469000982550010000812961951945162
3002;—;sem OC;pendente;26250738430987000157550010000030021000035034
1650;—;sem OC;pendente;26250749708429000127550000000016501697515694
128083;1065019977;não encontrada;pendente;26250718217682000154550010001280831581192269
198152;1103011950;não encontrada;pendente;26250712599809000160550010001981521198226133
26667;000003590;aberta;pendente;35250702942184000134550010000266671160253403
3389;000001406;fechada;processada;26250731562305000110550010000033891438537874
11495;000003578;fechada;processada;26250706141500000120550050000114951120519838
259293;000229716;não encontrada;pendente;26250713596165000110550010002592931805577197
5333;009001342;não encontrada;pendente;26250712007481000227550010000053331203156210
24962;000003604;fechada;processada;35250712983989000180550010000249621541807586
24739;000003552;fechada;processada;26250742924799000152550010000247391681443968
259033;000229555;não encontrada;pendente;26250713596165000110550010002590331431752476
260043;—;sem OC;pendente;26250702683153000378550010002600431233488553
5332;009001350;não encontrada;pendente;26250712007481000227550010000053321961642438
260023;000003602;fechada;processada;26250702683153000378550010002600231622056791
1640;—;sem OC;pendente;26250749708429000127550000000016401516961577
258807;000229385;não encontrada;pendente;26250713596165000110550010002588071666020245
258896;000229474;não encontrada;pendente;26250713596165000110550010002588961513487333
163569;000003444;fechada;processada;35250709353055000150550000001635691002518770
6486;121947687;não encontrada;pendente;26250742041241000129550010000064861000129021
50555;000016859;não encontrada;pendente;26250727058274000198550010000505551576721939
260022;—;sem OC;pendente;26250702683153000378550010002600221913531081
128051;1065019953;não encontrada;pendente;26250718217682000154550010001280511108236242
50550;000016754;não encontrada;pendente;26250727058274000198550010000505501088149709
37300;000003599;fechada;processada;35250756541642000152550010000373001934290765
156744;000003533;fechada;processada;26250707358761027016550010001567441834566380
506033;000003312;fechada;processada;26250746044053002582550010005060331992122695
1641;—;sem OC;pendente;26250749708429000127550000000016411775243619
258655;000229273;não encontrada;pendente;26250713596165000110550010002586551169077911
506032;000003290;fechada;processada;26250746044053002582550010005060321347758952
258508;000229128;não encontrada;pendente;26250713596165000110550010002585081162638777
232533;005136538;não encontrada;pendente;26250712806642000161550010002325331241252857
3387;000001404;fechada;processada;26250731562305000110550010000033871636291656
24705;—;sem OC;pendente;26250742924799000152550010000247051810057386
50473;000016244;não encontrada;pendente;26250727058274000198550010000504731092768697
3061;0000003575;não encontrada;pendente;35250715596421000102550010000030611461279778
146278;000000549;fechada;processada;33250731383201000149550010001462781010014625
3385;000001400;fechada;processada;26250731562305000110550010000033851316408884
3384;000001399;fechada;processada;26250731562305000110550010000033841235084267
204302;000393486;não encontrada;pendente;42250783675413000101550550002043021224834450
258315;000228946;não encontrada;pendente;26250713596165000110550010002583151004838213
258286;000228949;não encontrada;pendente;26250713596165000110550010002582861696963491
259934;000003543;fechada;processada;26250702683153000378550010002599341307265037
258275;000228940;não encontrada;pendente;26250713596165000110550010002582751132789960
80794;000003475;fechada;processada;25250702155469000982550010000807941018994364
24668;—;sem OC;pendente;26250742924799000152550010000246681783812730
3382;000001394;cancelada;pendente;26250731562305000110550010000033821521787164
258143;000228827;não encontrada;pendente;26250713596165000110550010002581431116539416
118319;000002885;fechada;processada;35250710967516000163550010001183191836445408
257813;000219109;não encontrada;pendente;26250713596165000110550010002578131897343107
219305;—;sem OC;pendente;26250724073694000155550020002193051006640350
219049;000003549;fechada;processada;26250724073694000155550020002190491006632674
37558;000003502;parcial;pendente;33250735765734000146550010000375581340340325
5096;000003471;fechada;processada;35250741176524000115550010000050961705525481
145857;000000531;fechada;processada;33250731383201000149550010001458571010014585
145849;000000532;fechada;processada;33250731383201000149550010001458491010014583
41257;000003517;fechada;processada;26250760621141000587550010000412571181637567
3373;000001381;fechada;processada;26250731562305000110550010000033731683110195
218;—;sem OC;pendente;26250720451492000149550010000002181000002198
3372;000001378;parcial;pendente;26250731562305000110550010000033721763604260
257515;000228120;não encontrada;pendente;26250713596165000110550010002575151433283872
188958;000003293;fechada;processada;42250702263430000393550020001889581343214473
97802;1065019718;não encontrada;pendente;26250718217682000235550010000978021114982236
3368;000001376;fechada;processada;26250731562305000110550010000033681813207231
4217;1065019552;não encontrada;pendente;26250718217682000154550020000042171230766754
43110;000003489;fechada;processada;35250708356365000165550010000431101126885385
37834;—;sem OC;pendente;43250718836779000145550010000378341753753238
